"","Wcol","Anio","consumo","mes"
"10098","COND. RAICES, SABALO COUNTRY",2020,"1176","agosto"
"10099","COND. RAICES, SABALO COUNTRY",2021,"765","agosto"
"10100","COND. RAICES, SABALO COUNTRY",2018,"625","agosto"
"10101","COND. VISTA DE LA MARINA",2019,"620","agosto"
"10102","COND. VISTA DE LA MARINA",2020,"534","agosto"
"10103","COND. VISTA DE LA MARINA",2018,"336","agosto"
"10104","COND. VISTA DE LA MARINA",2021,"693","agosto"
"10105","CONDOMINIOS COTO MARETA",2019,"197","agosto"
"10106","CONDOMINIOS COTO MARETA",2021,"328","agosto"
"10107","CONDOMINIOS COTO MARETA",2018,"0","agosto"
"10108","CONDOMINIOS COTO MARETA",2020,"175","agosto"
"10109","CONDOMINIOS EL TORO",2020,"3679","agosto"
"10110","CONDOMINIOS EL TORO",2021,"3568","agosto"
"10111","CONDOMINIOS EL TORO",2018,"3417","agosto"
"10112","CONDOMINIOS EL TORO",2019,"3511","agosto"
"10113","CONDOMINIOS LAS GAVIAS",2019,"1107","agosto"
"10114","CONDOMINIOS LAS GAVIAS",2021,"1051","agosto"
"10115","CONDOMINIOS LAS GAVIAS",2020,"832","agosto"
"10116","CONDOMINIOS LAS GAVIAS",2018,"1426","agosto"
"10117","CONDOMINIOS MARINA REAL",2019,"843","agosto"
"10118","CONDOMINIOS MARINA REAL",2021,"881","agosto"
"10119","CONDOMINIOS MARINA REAL",2020,"782","agosto"
"10120","CONDOMINIOS MARINA REAL",2018,"1356","agosto"
"10121","CONDOMINIOS PLAZA SAN IGNACIO",2021,"687","agosto"
"10122","CONDOMINIOS PLAZA SAN IGNACIO",2018,"369","agosto"
"10123","CONDOMINIOS PLAZA SAN IGNACIO",2019,"429","agosto"
"10124","CONDOMINIOS PLAZA SAN IGNACIO",2020,"430","agosto"
"10125","CONDOMINIOS PUERTA AL MAR",2020,"3107","agosto"
"10126","CONDOMINIOS PUERTA AL MAR",2018,"3026","agosto"
"10127","CONDOMINIOS PUERTA AL MAR",2019,"3035","agosto"
"10128","CONDOMINIOS PUERTA AL MAR",2021,"2351","agosto"
"10129","CONJ. HAB. FOVISSSTE JABALIES",2019,"6852","agosto"
"10130","CONJ. HAB. FOVISSSTE JABALIES",2021,"7267","agosto"
"10131","CONJ. HAB. FOVISSSTE JABALIES",2020,"7656","agosto"
"10132","CONJ. HAB. FOVISSSTE JABALIES",2018,"6991","agosto"
"10133","CONJ. HABITACIONAL BUROCRATA",2020,"788","agosto"
"10134","CONJ. HABITACIONAL BUROCRATA",2021,"603","agosto"
"10135","CONJ. HABITACIONAL BUROCRATA",2019,"697","agosto"
"10136","CONJ. HABITACIONAL BUROCRATA",2018,"719","agosto"
"10137","CONJ.HABIT. LAS OLAS BUROCRATA",2021,"1621","agosto"
"10138","CONJ.HABIT. LAS OLAS BUROCRATA",2018,"1757","agosto"
"10139","CONJ.HABIT. LAS OLAS BUROCRATA",2020,"1833","agosto"
"10140","CONJ.HABIT. LAS OLAS BUROCRATA",2019,"1693","agosto"
"10141","CONSTITUCION",2021,"10482","agosto"
"10142","CONSTITUCION",2018,"10140","agosto"
"10143","CONSTITUCION",2019,"9258","agosto"
"10144","CONSTITUCION",2020,"9880","agosto"
"10145","CORREDOR DE ABASTOS",2018,"1717","agosto"
"10146","CORREDOR DE ABASTOS",2020,"1643","agosto"
"10147","CORREDOR DE ABASTOS",2021,"1272","agosto"
"10148","CORREDOR DE ABASTOS",2019,"1943","agosto"
"10149","DEMETRIO VALLEJO",2021,"677","agosto"
"10150","DEMETRIO VALLEJO",2018,"446","agosto"
"10151","DEMETRIO VALLEJO",2020,"520","agosto"
"10152","DEMETRIO VALLEJO",2019,"635","agosto"
"10153","DOCE DE MAYO",2019,"6468","agosto"
"10154","DOCE DE MAYO",2021,"5892","agosto"
"10155","DOCE DE MAYO",2020,"6161","agosto"
"10156","DOCE DE MAYO",2018,"5752","agosto"
"10157","DORADOS DE VILLA",2019,"4520","agosto"
"10158","DORADOS DE VILLA",2020,"5245","agosto"
"10159","DORADOS DE VILLA",2018,"4815","agosto"
"10160","DORADOS DE VILLA",2021,"5574","agosto"
"10161","EJIDAL",2021,"5207","agosto"
"10162","EJIDAL",2020,"5248","agosto"
"10163","EJIDAL",2019,"4510","agosto"
"10164","EJIDAL",2018,"5380","agosto"
"10165","EJIDO RINCON DE URIAS",2020,"0","agosto"
"10166","EJIDO RINCON DE URIAS",2021,"7951","agosto"
"10167","EJIDO RINCON DE URIAS",2019,"9473","agosto"
"10168","EJIDO RINCON DE URIAS",2018,"9615","agosto"
"10169","EL CASTILLO",2019,"12842","agosto"
"10170","EL CASTILLO",2021,"11514","agosto"
"10171","EL CASTILLO",2018,"12061","agosto"
"10172","EL CASTILLO",2020,"12724","agosto"
"10173","EL CONCHI II",2020,"2866","agosto"
"10174","EL CONCHI II",2019,"2601","agosto"
"10175","EL CONCHI II",2018,"3021","agosto"
"10176","EL CONCHI II",2021,"2974","agosto"
"10177","EL PESCADOR",2019,"890","agosto"
"10178","EL PESCADOR",2020,"344","agosto"
"10179","EL PESCADOR",2018,"910","agosto"
"10180","EL PESCADOR",2021,"1369","agosto"
"10181","EL ZAPOTE",2018,"1609","agosto"
"10182","EL ZAPOTE",2020,"1640","agosto"
"10183","EL ZAPOTE",2021,"1469","agosto"
"10184","EL ZAPOTE",2019,"1563","agosto"
"10185","EMILIANO ZAPATA",2019,"13293","agosto"
"10186","EMILIANO ZAPATA",2018,"12775","agosto"
"10187","EMILIANO ZAPATA",2021,"11959","agosto"
"10188","EMILIANO ZAPATA",2020,"12501","agosto"
"10189","ESPERANZA",2018,"8184","agosto"
"10190","ESPERANZA",2019,"7671","agosto"
"10191","ESPERANZA",2020,"8909","agosto"
"10192","ESPERANZA",2021,"8150","agosto"
"10193","ESTERO",2020,"13645","agosto"
"10194","ESTERO",2019,"13719","agosto"
"10195","ESTERO",2021,"14525","agosto"
"10196","ESTERO",2018,"14227","agosto"
"10197","FEDERICO VELARDE MELLADO",2018,"10243","agosto"
"10198","FEDERICO VELARDE MELLADO",2019,"9484","agosto"
"10199","FEDERICO VELARDE MELLADO",2020,"9555","agosto"
"10200","FEDERICO VELARDE MELLADO",2021,"9980","agosto"
"10201","FELICIDAD",2018,"3506","agosto"
"10202","FELICIDAD",2021,"3439","agosto"
"10203","FELICIDAD",2020,"2954","agosto"
"10204","FELICIDAD",2019,"2896","agosto"
"10205","FELIPE ANGELES",2019,"1486","agosto"
"10206","FELIPE ANGELES",2018,"1546","agosto"
"10207","FELIPE ANGELES",2021,"1335","agosto"
"10208","FELIPE ANGELES",2020,"1349","agosto"
"10209","FERROCARRILERA",2020,"6421","agosto"
"10210","FERROCARRILERA",2018,"5204","agosto"
"10211","FERROCARRILERA",2019,"5213","agosto"
"10212","FERROCARRILERA",2021,"7269","agosto"
"10213","FLOTA DEPORTIVA",2018,"1443","agosto"
"10214","FLOTA DEPORTIVA",2019,"1505","agosto"
"10215","FLOTA DEPORTIVA",2021,"908","agosto"
"10216","FLOTA DEPORTIVA",2020,"1367","agosto"
"10217","FOVISSSTE ARBOLEDAS I",2021,"3847","agosto"
"10218","FOVISSSTE ARBOLEDAS I",2019,"3996","agosto"
"10219","FOVISSSTE ARBOLEDAS I",2018,"4314","agosto"
"10220","FOVISSSTE ARBOLEDAS I",2020,"4300","agosto"
"10221","FOVISSSTE ARBOLEDAS II",2021,"2389","agosto"
"10222","FOVISSSTE ARBOLEDAS II",2019,"2264","agosto"
"10223","FOVISSSTE ARBOLEDAS II",2020,"2559","agosto"
"10224","FOVISSSTE ARBOLEDAS II",2018,"2397","agosto"
"10225","FOVISSSTE ARBOLEDAS III",2021,"2731","agosto"
"10226","FOVISSSTE ARBOLEDAS III",2019,"2403","agosto"
"10227","FOVISSSTE ARBOLEDAS III",2020,"2794","agosto"
"10228","FOVISSSTE ARBOLEDAS III",2018,"2975","agosto"
"10229","FOVISSSTE ESPERANZA",2019,"6434","agosto"
"10230","FOVISSSTE ESPERANZA",2018,"7525","agosto"
"10231","FOVISSSTE ESPERANZA",2021,"6499","agosto"
"10232","FOVISSSTE ESPERANZA",2020,"6704","agosto"
"10233","FRAC.HACIENDA DE SEMINARIO III",2020,"1326","agosto"
"10234","FRAC.HACIENDA DE SEMINARIO III",2019,"5392","agosto"
"10235","FRAC.HACIENDA DE SEMINARIO III",2018,"5208","agosto"
"10236","FRAC.HACIENDA DE SEMINARIO III",2021,"1552","agosto"
"10237","FRACC. ALAMEDA",2018,"18451","agosto"
"10238","FRACC. ALAMEDA",2021,"16963","agosto"
"10239","FRACC. ALAMEDA",2019,"18600","agosto"
"10240","FRACC. ALAMEDA",2020,"13203","agosto"
"10241","FRACC. ALMAR",2020,"2302","agosto"
"10242","FRACC. ALMAR",2018,"972","agosto"
"10243","FRACC. ALMAR",2021,"4504","agosto"
"10244","FRACC. ALMAR",2019,"2402","agosto"
"10245","FRACC. ALTABRISA RESIDENCIAL",2021,"4612","agosto"
"10246","FRACC. ALTABRISA RESIDENCIAL",2020,"2591","agosto"
"10247","FRACC. ALTABRISA RESIDENCIAL",2018,"2406","agosto"
"10248","FRACC. ALTABRISA RESIDENCIAL",2019,"1987","agosto"
"10249","FRACC. AMP. VILLA VERDE",2020,"4309","agosto"
"10250","FRACC. AMP. VILLA VERDE",2021,"4714","agosto"
"10251","FRACC. AMP. VILLA VERDE",2018,"4399","agosto"
"10252","FRACC. AMP. VILLA VERDE",2019,"3917","agosto"
"10253","FRACC. ANTIGUO AEROPUERTO",2019,"2525","agosto"
"10254","FRACC. ANTIGUO AEROPUERTO",2021,"1661","agosto"
"10255","FRACC. ANTIGUO AEROPUERTO",2018,"1589","agosto"
"10256","FRACC. ANTIGUO AEROPUERTO",2020,"1766","agosto"
"10257","FRACC. ARB.INV. SECC.MAÑANITAS",2018,"1324","agosto"
"10258","FRACC. ARB.INV. SECC.MAÑANITAS",2020,"1085","agosto"
"10259","FRACC. ARB.INV. SECC.MAÑANITAS",2019,"1012","agosto"
"10260","FRACC. ARB.INV. SECC.MAÑANITAS",2021,"1090","agosto"
"10261","FRACC. ARROYOS DE LA MARINA",2018,"1520","agosto"
"10262","FRACC. ARROYOS DE LA MARINA",2019,"605","agosto"
"10263","FRACC. ARROYOS DE LA MARINA",2020,"657","agosto"
"10264","FRACC. ARROYOS DE LA MARINA",2021,"1088","agosto"
"10265","FRACC. AZUL PACIFIC",2019,"1489","agosto"
"10266","FRACC. AZUL PACIFIC",2018,"3136","agosto"
"10267","FRACC. AZUL PACIFIC",2021,"3761","agosto"
"10268","FRACC. AZUL PACIFIC",2020,"2139","agosto"
"10269","FRACC. BAHIA DE TORTUGAS I",2020,"772","agosto"
"10270","FRACC. BAHIA DE TORTUGAS I",2018,"503","agosto"
"10271","FRACC. BAHIA DE TORTUGAS I",2019,"515","agosto"
"10272","FRACC. BAHIA DE TORTUGAS I",2021,"649","agosto"
"10273","FRACC. BAHIAS DE MAZATLAN",2018,"1068","agosto"
"10274","FRACC. BAHIAS DE MAZATLAN",2020,"1032","agosto"
"10275","FRACC. BAHIAS DE MAZATLAN",2021,"1098","agosto"
"10276","FRACC. BAHIAS DE MAZATLAN",2019,"997","agosto"
"10277","FRACC. BALCONES DE LOMA LINDA",2018,"846","agosto"
"10278","FRACC. BALCONES DE LOMA LINDA",2019,"979","agosto"
"10279","FRACC. BALCONES DE LOMA LINDA",2020,"1212","agosto"
"10280","FRACC. BALCONES DE LOMA LINDA",2021,"1600","agosto"
"10281","FRACC. BOSQUES DEL ARROYO",2019,"2051","agosto"
"10282","FRACC. BOSQUES DEL ARROYO",2021,"2468","agosto"
"10283","FRACC. BOSQUES DEL ARROYO",2018,"2075","agosto"
"10284","FRACC. BOSQUES DEL ARROYO",2020,"2207","agosto"
"10285","FRACC. BOSQUES DEL RIO",2018,"108","agosto"
"10286","FRACC. BOSQUES DEL RIO",2020,"89","agosto"
"10287","FRACC. BOSQUES DEL RIO",2021,"44","agosto"
"10288","FRACC. BOSQUES DEL RIO",2019,"120","agosto"
"10289","FRACC. BRISAS DEL MAR",2018,"5036","agosto"
"10290","FRACC. BRISAS DEL MAR",2020,"4970","agosto"
"10291","FRACC. BRISAS DEL MAR",2019,"5506","agosto"
"10292","FRACC. BRISAS DEL MAR",2021,"5175","agosto"
"10293","FRACC. BRISAS DEL VALLE II",2021,"1350","agosto"
"10294","FRACC. BRISAS DEL VALLE II",2018,"1262","agosto"
"10295","FRACC. BRISAS DEL VALLE II",2019,"1298","agosto"
"10296","FRACC. BRISAS DEL VALLE II",2020,"1377","agosto"
"10297","FRACC. BUGAMBILIAS LA ESPER.",2019,"6361","agosto"
"10298","FRACC. BUGAMBILIAS LA ESPER.",2021,"8034","agosto"
"10299","FRACC. BUGAMBILIAS LA ESPER.",2018,"6443","agosto"
"10300","FRACC. BUGAMBILIAS LA ESPER.",2020,"7221","agosto"
"10301","FRACC. CAMPO BELLO",2019,"1309","agosto"
"10302","FRACC. CAMPO BELLO",2018,"1553","agosto"
"10303","FRACC. CAMPO BELLO",2021,"1396","agosto"
"10304","FRACC. CAMPO BELLO",2020,"1243","agosto"
"10305","FRACC. CASA BLANCA",2021,"687","agosto"
"10306","FRACC. CASA BLANCA",2020,"4867","agosto"
"10307","FRACC. CASA BLANCA",2018,"4574","agosto"
"10308","FRACC. CASA BLANCA",2019,"4779","agosto"
"10309","FRACC. CASTILLA DE LEON-EL CID",2019,"1249","agosto"
"10310","FRACC. CASTILLA DE LEON-EL CID",2021,"1419","agosto"
"10311","FRACC. CASTILLA DE LEON-EL CID",2020,"1610","agosto"
"10312","FRACC. CASTILLA DE LEON-EL CID",2018,"2008","agosto"
"10313","FRACC. CERRITOS RESORT",2018,"3746","agosto"
"10314","FRACC. CERRITOS RESORT",2021,"3902","agosto"
"10315","FRACC. CERRITOS RESORT",2020,"4195","agosto"
"10316","FRACC. CERRITOS RESORT",2019,"3081","agosto"
"10317","FRACC. CLUB PALMAS",2021,"895","agosto"
"10318","FRACC. CLUB PALMAS",2018,"936","agosto"
"10319","FRACC. CLUB PALMAS",2019,"771","agosto"
"10320","FRACC. CLUB PALMAS",2020,"758","agosto"
"10321","FRACC. CLUB REAL",2018,"10149","agosto"
"10322","FRACC. CLUB REAL",2020,"11287","agosto"
"10323","FRACC. CLUB REAL",2019,"7492","agosto"
"10324","FRACC. CLUB REAL",2021,"10337","agosto"
"10325","FRACC. CLUB RINCON CAMPESTRE",2021,"117","agosto"
"10326","FRACC. CLUB RINCON CAMPESTRE",2019,"105","agosto"
"10327","FRACC. CLUB RINCON CAMPESTRE",2018,"70","agosto"
"10328","FRACC. CLUB RINCON CAMPESTRE",2020,"115","agosto"
"10329","FRACC. COLINAS DEL REAL",2021,"3440","agosto"
"10330","FRACC. COLINAS DEL REAL",2018,"3522","agosto"
"10331","FRACC. COLINAS DEL REAL",2019,"3200","agosto"
"10332","FRACC. COLINAS DEL REAL",2020,"3279","agosto"
"10333","FRACC. COLINAS DEL REAL PLUS",2020,"3461","agosto"
"10334","FRACC. COLINAS DEL REAL PLUS",2019,"3074","agosto"
"10335","FRACC. COLINAS DEL REAL PLUS",2021,"3260","agosto"
"10336","FRACC. COLINAS DEL REAL PLUS",2018,"3701","agosto"
"10337","FRACC. COLINAS DEL VALLE",2020,"1288","agosto"
"10338","FRACC. COLINAS DEL VALLE",2021,"1632","agosto"
"10339","FRACC. COLINAS DEL VALLE",2019,"986","agosto"
"10340","FRACC. COLINAS DEL VALLE",2018,"1694","agosto"
"10341","FRACC. COSTA AZUL (SAUCE)",2021,"6530","agosto"
"10342","FRACC. COSTA AZUL (SAUCE)",2019,"6147","agosto"
"10343","FRACC. COSTA AZUL (SAUCE)",2020,"7173","agosto"
"10344","FRACC. COSTA AZUL (SAUCE)",2018,"6386","agosto"
"10345","FRACC. COSTA BRAVA",2020,"2547","agosto"
"10346","FRACC. COSTA BRAVA",2018,"2576","agosto"
"10347","FRACC. COSTA BRAVA",2021,"2721","agosto"
"10348","FRACC. COSTA BRAVA",2019,"2612","agosto"
"10349","FRACC. COSTA DORADA",2020,"4522","agosto"
"10350","FRACC. COSTA DORADA",2019,"3340","agosto"
"10351","FRACC. COSTA DORADA",2021,"3809","agosto"
"10352","FRACC. COSTA DORADA",2018,"3663","agosto"
"10353","FRACC. COTO DIAMANTE",2019,"2296","agosto"
"10354","FRACC. COTO DIAMANTE",2018,"2614","agosto"
"10355","FRACC. COTO DIAMANTE",2020,"2336","agosto"
"10356","FRACC. COTO DIAMANTE",2021,"2536","agosto"
"10357","FRACC. COTO PLATINO",2021,"2976","agosto"
"10358","FRACC. COTO PLATINO",2020,"1694","agosto"
"10359","FRACC. COTO PLATINO",2019,"810","agosto"
"10360","FRACC. COTO PLATINO",2018,"485","agosto"
"10361","FRACC. DEL BOSQUE",2018,"7377","agosto"
"10362","FRACC. DEL BOSQUE",2021,"7568","agosto"
"10363","FRACC. DEL BOSQUE",2019,"7137","agosto"
"10364","FRACC. DEL BOSQUE",2020,"7116","agosto"
"10365","FRACC. DEL VALLE",2021,"3125","agosto"
"10366","FRACC. DEL VALLE",2020,"2822","agosto"
"10367","FRACC. DEL VALLE",2019,"2688","agosto"
"10368","FRACC. DEL VALLE",2018,"2717","agosto"
"10369","FRACC. DELFINES",2019,"988","agosto"
"10370","FRACC. DELFINES",2021,"918","agosto"
"10371","FRACC. DELFINES",2018,"1212","agosto"
"10372","FRACC. DELFINES",2020,"760","agosto"
"10373","FRACC. DOÑA CHONITA",2018,"4146","agosto"
"10374","FRACC. DOÑA CHONITA",2019,"4409","agosto"
"10375","FRACC. DOÑA CHONITA",2020,"4894","agosto"
"10376","FRACC. DOÑA CHONITA",2021,"5361","agosto"
"10377","FRACC. EL CAMPESTRE",2019,"6228","agosto"
"10378","FRACC. EL CAMPESTRE",2021,"7122","agosto"
"10379","FRACC. EL CAMPESTRE",2020,"0","agosto"
"10380","FRACC. EL CAMPESTRE",2018,"6622","agosto"
"10381","FRACC. EL CID",2020,"44983","agosto"
"10382","FRACC. EL CID",2021,"38798","agosto"
"10383","FRACC. EL CID",2019,"43291","agosto"
"10384","FRACC. EL CID",2018,"41618","agosto"
"10385","FRACC. EL DORADO",2018,"7438","agosto"
"10386","FRACC. EL DORADO",2019,"8484","agosto"
"10387","FRACC. EL DORADO",2020,"8007","agosto"
"10388","FRACC. EL DORADO",2021,"7269","agosto"
"10389","FRACC. EL ENCANTO",2018,"2233","agosto"
"10390","FRACC. EL ENCANTO",2019,"1806","agosto"
"10391","FRACC. EL ENCANTO",2020,"2268","agosto"
"10392","FRACC. EL ENCANTO",2021,"2228","agosto"
"10393","FRACC. EL PROGRESO",2018,"3235","agosto"
"10394","FRACC. EL PROGRESO",2021,"3301","agosto"
"10395","FRACC. EL PROGRESO",2020,"3376","agosto"
"10396","FRACC. EL PROGRESO",2019,"3009","agosto"
"10397","FRACC. EL SECRETO",2019,"2252","agosto"
"10398","FRACC. EL SECRETO",2018,"2151","agosto"
"10399","FRACC. EL SECRETO",2021,"2457","agosto"
"10400","FRACC. EL SECRETO",2020,"2396","agosto"
"10401","FRACC. EL TOREO",2021,"13288","agosto"
"10402","FRACC. EL TOREO",2018,"12521","agosto"
"10403","FRACC. EL TOREO",2020,"11566","agosto"
"10404","FRACC. EL TOREO",2019,"11852","agosto"
"10405","FRACC. ESMERALDA",2021,"3079","agosto"
"10406","FRACC. ESMERALDA",2020,"3340","agosto"
"10407","FRACC. ESMERALDA",2018,"3153","agosto"
"10408","FRACC. ESMERALDA",2019,"3262","agosto"
"10409","FRACC. ESTADIO",2018,"5438","agosto"
"10410","FRACC. ESTADIO",2021,"5802","agosto"
"10411","FRACC. ESTADIO",2019,"5796","agosto"
"10412","FRACC. ESTADIO",2020,"4969","agosto"
"10413","FRACC. FLAMINGOS",2021,"7730","agosto"
"10414","FRACC. FLAMINGOS",2020,"4948","agosto"
"10415","FRACC. FLAMINGOS",2018,"5103","agosto"
"10416","FRACC. FLAMINGOS",2019,"9797","agosto"
"10417","FRACC. FOVISSSTE PLAYA AZUL",2020,"10770","agosto"
"10418","FRACC. FOVISSSTE PLAYA AZUL",2019,"10976","agosto"
"10419","FRACC. FOVISSSTE PLAYA AZUL",2018,"11202","agosto"
"10420","FRACC. FOVISSSTE PLAYA AZUL",2021,"10749","agosto"
"10421","FRACC. FUENTES DEL VALLE",2020,"4734","agosto"
"10422","FRACC. FUENTES DEL VALLE",2018,"4758","agosto"
"10423","FRACC. FUENTES DEL VALLE",2019,"4281","agosto"
"10424","FRACC. FUENTES DEL VALLE",2021,"4110","agosto"
"10425","FRACC. GILBERTO LOPEZ",2020,"389","agosto"
"10426","FRACC. GILBERTO LOPEZ",2019,"421","agosto"
"10427","FRACC. GILBERTO LOPEZ",2018,"465","agosto"
"10428","FRACC. GILBERTO LOPEZ",2021,"453","agosto"
"10429","FRACC. GIRASOLES",2018,"955","agosto"
"10430","FRACC. GIRASOLES",2019,"983","agosto"
"10431","FRACC. GIRASOLES",2020,"970","agosto"
"10432","FRACC. GIRASOLES",2021,"886","agosto"
"10433","FRACC. HACIENDA DEL MAR",2020,"2590","agosto"
"10434","FRACC. HACIENDA DEL MAR",2021,"2221","agosto"
"10435","FRACC. HACIENDA DEL MAR",2019,"2279","agosto"
"10436","FRACC. HACIENDA DEL MAR",2018,"2413","agosto"
"10437","FRACC. HACIENDA DEL SEMINARIO",2019,"15738","agosto"
"10438","FRACC. HACIENDA DEL SEMINARIO",2018,"15265","agosto"
"10439","FRACC. HACIENDA DEL SEMINARIO",2020,"9698","agosto"
"10440","FRACC. HACIENDA DEL SEMINARIO",2021,"10286","agosto"
"10441","FRACC. HACIENDA DEL VALLE",2020,"1714","agosto"
"10442","FRACC. HACIENDA DEL VALLE",2018,"1106","agosto"
"10443","FRACC. HACIENDA DEL VALLE",2019,"1138","agosto"
"10444","FRACC. HACIENDA DEL VALLE",2021,"1720","agosto"
"10445","FRACC. HACIENDA LAS CRUCES",2018,"3329","agosto"
"10446","FRACC. HACIENDA LAS CRUCES",2020,"3568","agosto"
"10447","FRACC. HACIENDA LAS CRUCES",2019,"3563","agosto"
"10448","FRACC. HACIENDA LAS CRUCES",2021,"4358","agosto"
"10449","FRACC. HACIENDA LOS MANGOS",2018,"5553","agosto"
"10450","FRACC. HACIENDA LOS MANGOS",2019,"5948","agosto"
"10451","FRACC. HACIENDA LOS MANGOS",2020,"5738","agosto"
"10452","FRACC. HACIENDA LOS MANGOS",2021,"5497","agosto"
"10453","FRACC. HACIENDA SEMINARIO II",2018,"2292","agosto"
"10454","FRACC. HACIENDA SEMINARIO II",2020,"1983","agosto"
"10455","FRACC. HACIENDA SEMINARIO II",2021,"2235","agosto"
"10456","FRACC. HACIENDA SEMINARIO II",2019,"2497","agosto"
"10457","FRACC. HOGAR DEL PESCADOR",2018,"8055","agosto"
"10458","FRACC. HOGAR DEL PESCADOR",2021,"8469","agosto"
"10459","FRACC. HOGAR DEL PESCADOR",2020,"8119","agosto"
"10460","FRACC. HOGAR DEL PESCADOR",2019,"7655","agosto"
"10461","FRACC. INVIES ARBOLEDAS",2021,"4716","agosto"
"10462","FRACC. INVIES ARBOLEDAS",2019,"4335","agosto"
"10463","FRACC. INVIES ARBOLEDAS",2020,"3938","agosto"
"10464","FRACC. INVIES ARBOLEDAS",2018,"4172","agosto"
"10465","FRACC. ISLA RESIDENCIAL",2018,"2299","agosto"
"10466","FRACC. ISLA RESIDENCIAL",2019,"2379","agosto"
"10467","FRACC. ISLA RESIDENCIAL",2021,"2135","agosto"
"10468","FRACC. ISLA RESIDENCIAL",2020,"1550","agosto"
"10469","FRACC. ISSTESIN",2020,"2531","agosto"
"10470","FRACC. ISSTESIN",2019,"2139","agosto"
"10471","FRACC. ISSTESIN",2021,"2111","agosto"
"10472","FRACC. ISSTESIN",2018,"2381","agosto"
"10473","FRACC. JACARANDAS",2020,"17333","agosto"
"10474","FRACC. JACARANDAS",2018,"16432","agosto"
"10475","FRACC. JACARANDAS",2021,"17354","agosto"
"10476","FRACC. JACARANDAS",2019,"15423","agosto"
"10477","FRACC. JARDINES DE LA ALAMEDA",2019,"1116","agosto"
"10478","FRACC. JARDINES DE LA ALAMEDA",2020,"1195","agosto"
"10479","FRACC. JARDINES DE LA ALAMEDA",2021,"1416","agosto"
"10480","FRACC. JARDINES DE LA ALAMEDA",2018,"1139","agosto"
"10481","FRACC. JARDINES DE LA RIVIERA",2020,"4772","agosto"
"10482","FRACC. JARDINES DE LA RIVIERA",2021,"4912","agosto"
"10483","FRACC. JARDINES DE LA RIVIERA",2018,"4156","agosto"
"10484","FRACC. JARDINES DE LA RIVIERA",2019,"4023","agosto"
"10485","FRACC. JARDINES DEL BOSQUE",2018,"3958","agosto"
"10486","FRACC. JARDINES DEL BOSQUE",2020,"4194","agosto"
"10487","FRACC. JARDINES DEL BOSQUE",2019,"4235","agosto"
"10488","FRACC. JARDINES DEL BOSQUE",2021,"3758","agosto"
"10489","FRACC. JARDINES DEL TOREO",2021,"931","agosto"
"10490","FRACC. JARDINES DEL TOREO",2020,"854","agosto"
"10491","FRACC. JARDINES DEL TOREO",2019,"750","agosto"
"10492","FRACC. JARDINES DEL TOREO",2018,"908","agosto"
"10493","FRACC. JOSE GORDILLO PINTO",2020,"2113","agosto"
"10494","FRACC. JOSE GORDILLO PINTO",2019,"2278","agosto"
"10495","FRACC. JOSE GORDILLO PINTO",2021,"1991","agosto"
"10496","FRACC. JOSE GORDILLO PINTO",2018,"2165","agosto"
"10497","FRACC. LA ALBORADA",2020,"5724","agosto"
"10498","FRACC. LA ALBORADA",2018,"6482","agosto"
"10499","FRACC. LA ALBORADA",2021,"6098","agosto"
"10500","FRACC. LA ALBORADA",2019,"5859","agosto"
