"","Wcol","Anio","consumo","mes"
"9609","INFONAVIT JABALIES",2018,"29934","julio"
"9610","INFONAVIT JABALIES",2020,"31025","julio"
"9611","INFONAVIT JABALIES",2021,"31343","julio"
"9612","INFONAVIT JABALIES",2019,"29649","julio"
"9613","INFONAVIT JABALINES",2020,"3264","julio"
"9614","INFONAVIT JABALINES",2018,"3227","julio"
"9615","INFONAVIT JABALINES",2021,"3453","julio"
"9616","INFONAVIT JABALINES",2019,"3281","julio"
"9617","INFONAVIT LA FORESTA",2018,"6715","julio"
"9618","INFONAVIT LA FORESTA",2021,"6009","julio"
"9619","INFONAVIT LA FORESTA",2020,"6280","julio"
"9620","INFONAVIT LA FORESTA",2019,"6261","julio"
"9621","INFONAVIT OLIMPO",2020,"1112","julio"
"9622","INFONAVIT OLIMPO",2019,"1063","julio"
"9623","INFONAVIT OLIMPO",2018,"1163","julio"
"9624","INFONAVIT OLIMPO",2021,"1063","julio"
"9625","INFONAVIT PLAYAS",2018,"31718","julio"
"9626","INFONAVIT PLAYAS",2020,"30781","julio"
"9627","INFONAVIT PLAYAS",2019,"32244","julio"
"9628","INFONAVIT PLAYAS",2021,"31761","julio"
"9629","INSURGENTES",2019,"11756","julio"
"9630","INSURGENTES",2021,"13899","julio"
"9631","INSURGENTES",2018,"11121","julio"
"9632","INSURGENTES",2020,"10667","julio"
"9633","ISLA DE LA PIEDRA",2019,"9219","julio"
"9634","ISLA DE LA PIEDRA",2020,"9261","julio"
"9635","ISLA DE LA PIEDRA",2018,"9423","julio"
"9636","ISLA DE LA PIEDRA",2021,"9253","julio"
"9637","JARDINES DEL VALLE",2018,"1188","julio"
"9638","JARDINES DEL VALLE",2020,"1043","julio"
"9639","JARDINES DEL VALLE",2019,"1015","julio"
"9640","JARDINES DEL VALLE",2021,"1320","julio"
"9641","JARIPILLO",2021,"20497","julio"
"9642","JARIPILLO",2019,"17911","julio"
"9643","JARIPILLO",2018,"16901","julio"
"9644","JARIPILLO",2020,"19734","julio"
"9645","JESUS DE NAZARET",2019,"621","julio"
"9646","JESUS DE NAZARET",2021,"523","julio"
"9647","JESUS DE NAZARET",2020,"598","julio"
"9648","JESUS DE NAZARET",2018,"773","julio"
"9649","JESUS GARCIA",2019,"8867","julio"
"9650","JESUS GARCIA",2021,"10730","julio"
"9651","JESUS GARCIA",2020,"7934","julio"
"9652","JESUS GARCIA",2018,"10258","julio"
"9653","JESUS KUMATE R.",2020,"1059","julio"
"9654","JESUS KUMATE R.",2021,"1074","julio"
"9655","JESUS KUMATE R.",2019,"967","julio"
"9656","JESUS KUMATE R.",2018,"873","julio"
"9657","JOSE MA. PINO SUAREZ",2021,"6229","julio"
"9658","JOSE MA. PINO SUAREZ",2018,"5962","julio"
"9659","JOSE MA. PINO SUAREZ",2020,"6105","julio"
"9660","JOSE MA. PINO SUAREZ",2019,"5436","julio"
"9661","JOSE MARIA MORELOS",2021,"9254","julio"
"9662","JOSE MARIA MORELOS",2020,"9139","julio"
"9663","JOSE MARIA MORELOS",2018,"8752","julio"
"9664","JOSE MARIA MORELOS",2019,"8448","julio"
"9665","JUAN CARRASCO",2018,"7771","julio"
"9666","JUAN CARRASCO",2019,"7902","julio"
"9667","JUAN CARRASCO",2020,"7376","julio"
"9668","JUAN CARRASCO",2021,"8525","julio"
"9669","KLEIN",2019,"3036","julio"
"9670","KLEIN",2021,"3456","julio"
"9671","KLEIN",2020,"2919","julio"
"9672","KLEIN",2018,"3424","julio"
"9673","LA SIRENA",2019,"9688","julio"
"9674","LA SIRENA",2020,"8068","julio"
"9675","LA SIRENA",2018,"11189","julio"
"9676","LA SIRENA",2021,"9431","julio"
"9677","LADRILLERA",2018,"1159","julio"
"9678","LADRILLERA",2019,"1230","julio"
"9679","LADRILLERA",2020,"1315","julio"
"9680","LADRILLERA",2021,"1181","julio"
"9681","LAZARO CARDENAS",2020,"10988","julio"
"9682","LAZARO CARDENAS",2019,"10624","julio"
"9683","LAZARO CARDENAS",2021,"10943","julio"
"9684","LAZARO CARDENAS",2018,"12114","julio"
"9685","LEOPOLDO SANCHEZ CELIS",2020,"30944","julio"
"9686","LEOPOLDO SANCHEZ CELIS",2019,"29228","julio"
"9687","LEOPOLDO SANCHEZ CELIS",2018,"29172","julio"
"9688","LEOPOLDO SANCHEZ CELIS",2021,"32394","julio"
"9689","LIBERTAD",2021,"5364","julio"
"9690","LIBERTAD",2018,"4311","julio"
"9691","LIBERTAD",2019,"4463","julio"
"9692","LIBERTAD",2020,"4213","julio"
"9693","LIBERTAD DE EXPRESION",2020,"13604","julio"
"9694","LIBERTAD DE EXPRESION",2021,"15632","julio"
"9695","LIBERTAD DE EXPRESION",2018,"12153","julio"
"9696","LIBERTAD DE EXPRESION",2019,"11009","julio"
"9697","LOMA ATRAVEZADA",2018,"20510","julio"
"9698","LOMA ATRAVEZADA",2020,"12624","julio"
"9699","LOMA ATRAVEZADA",2021,"12808","julio"
"9700","LOMA ATRAVEZADA",2019,"15964","julio"
"9701","LOMA BONITA",2019,"3480","julio"
"9702","LOMA BONITA",2018,"3094","julio"
"9703","LOMA BONITA",2021,"3818","julio"
"9704","LOMA BONITA",2020,"3765","julio"
"9705","LOMAS DE CRISTO REY",2021,"800","julio"
"9706","LOMAS DE CRISTO REY",2018,"660","julio"
"9707","LOMAS DE CRISTO REY",2019,"703","julio"
"9708","LOMAS DE CRISTO REY",2020,"674","julio"
"9709","LOMAS DEL EBANO",2018,"7252","julio"
"9710","LOMAS DEL EBANO",2020,"7760","julio"
"9711","LOMAS DEL EBANO",2019,"6230","julio"
"9712","LOMAS DEL EBANO",2021,"7105","julio"
"9713","LOS PINOS",2018,"1000","julio"
"9714","LOS PINOS",2019,"1036","julio"
"9715","LOS PINOS",2020,"1046","julio"
"9716","LOS PINOS",2021,"1703","julio"
"9717","LUCIO VALVERDE",2021,"1896","julio"
"9718","LUCIO VALVERDE",2020,"1725","julio"
"9719","LUCIO VALVERDE",2018,"1910","julio"
"9720","LUCIO VALVERDE",2019,"1831","julio"
"9721","LUIS ECHEVERRIA ALVAREZ",2018,"4152","julio"
"9722","LUIS ECHEVERRIA ALVAREZ",2019,"4157","julio"
"9723","LUIS ECHEVERRIA ALVAREZ",2020,"4618","julio"
"9724","LUIS ECHEVERRIA ALVAREZ",2021,"4170","julio"
"9725","MANUEL J. CLOUTHIER",2020,"1469","julio"
"9726","MANUEL J. CLOUTHIER",2019,"1394","julio"
"9727","MANUEL J. CLOUTHIER",2018,"1560","julio"
"9728","MANUEL J. CLOUTHIER",2021,"1422","julio"
"9729","MARIA ELENA",2019,"394","julio"
"9730","MARIA ELENA",2018,"286","julio"
"9731","MARIA ELENA",2020,"366","julio"
"9732","MARIA ELENA",2021,"299","julio"
"9733","MARINA MAZATLAN",2021,"31519","julio"
"9734","MARINA MAZATLAN",2019,"27000","julio"
"9735","MARINA MAZATLAN",2020,"19352","julio"
"9736","MARINA MAZATLAN",2018,"22354","julio"
"9737","MARINA MAZATLAN SECCION II",2018,"210","julio"
"9738","MARINA MAZATLAN SECCION II",2021,"1132","julio"
"9739","MARINA MAZATLAN SECCION II",2020,"342","julio"
"9740","MARINA MAZATLAN SECCION II",2019,"267","julio"
"9741","MAZATLAN I",2019,"4560","julio"
"9742","MAZATLAN I",2021,"7022","julio"
"9743","MAZATLAN I",2018,"4478","julio"
"9744","MAZATLAN I",2020,"6264","julio"
"9745","MAZATLAN II",2020,"5931","julio"
"9746","MAZATLAN II",2021,"6596","julio"
"9747","MAZATLAN II",2019,"5489","julio"
"9748","MAZATLAN II",2018,"5367","julio"
"9749","MAZATLAN III",2018,"3215","julio"
"9750","MAZATLAN III",2019,"3225","julio"
"9751","MAZATLAN III",2021,"3514","julio"
"9752","MAZATLAN III",2020,"3212","julio"
"9753","MERCADO MIGUEL HIDALGO",2019,"799","julio"
"9754","MERCADO MIGUEL HIDALGO",2020,"1130","julio"
"9755","MERCADO MIGUEL HIDALGO",2021,"1109","julio"
"9756","MERCADO MIGUEL HIDALGO",2018,"1040","julio"
"9757","MONTE BELLO",2021,"5521","julio"
"9758","MONTE BELLO",2020,"5731","julio"
"9759","MONTE BELLO",2019,"5043","julio"
"9760","MONTE BELLO",2018,"4742","julio"
"9761","MONTE CALVARIO",2018,"805","julio"
"9762","MONTE CALVARIO",2020,"839","julio"
"9763","MONTE CALVARIO",2021,"923","julio"
"9764","MONTE CALVARIO",2019,"839","julio"
"9765","MONTUOSA",2021,"25619","julio"
"9766","MONTUOSA",2020,"24531","julio"
"9767","MONTUOSA",2018,"24814","julio"
"9768","MONTUOSA",2019,"24076","julio"
"9769","NIÑOS HEROES",2019,"3700","julio"
"9770","NIÑOS HEROES",2020,"3195","julio"
"9771","NIÑOS HEROES",2021,"4131","julio"
"9772","NIÑOS HEROES",2018,"5498","julio"
"9773","NUEVO MILENIO",2019,"2839","julio"
"9774","NUEVO MILENIO",2020,"2813","julio"
"9775","NUEVO MILENIO",2018,"2590","julio"
"9776","NUEVO MILENIO",2021,"3184","julio"
"9777","OBRERA",2020,"5506","julio"
"9778","OBRERA",2019,"6250","julio"
"9779","OBRERA",2018,"8078","julio"
"9780","OBRERA",2021,"4781","julio"
"9781","OLIMPICA",2018,"16075","julio"
"9782","OLIMPICA",2020,"16502","julio"
"9783","OLIMPICA",2021,"16486","julio"
"9784","OLIMPICA",2019,"15450","julio"
"9785","PARQUE IND. ALFREDO V. BONFIL",2021,"88527","julio"
"9786","PARQUE IND. ALFREDO V. BONFIL",2018,"73535","julio"
"9787","PARQUE IND. ALFREDO V. BONFIL",2020,"83029","julio"
"9788","PARQUE IND. ALFREDO V. BONFIL",2019,"70852","julio"
"9789","PERIODISTAS",2020,"89","julio"
"9790","PERIODISTAS",2021,"167","julio"
"9791","PERIODISTAS",2018,"0","julio"
"9792","PERIODISTAS",2019,"578","julio"
"9793","PLAZA SAN IGNACIO",2019,"93","julio"
"9794","PLAZA SAN IGNACIO",2021,"125","julio"
"9795","PLAZA SAN IGNACIO",2018,"159","julio"
"9796","PLAZA SAN IGNACIO",2020,"244","julio"
"9797","POBLADO EL CONCHI",2018,"1627","julio"
"9798","POBLADO EL CONCHI",2020,"1749","julio"
"9799","POBLADO EL CONCHI",2021,"1779","julio"
"9800","POBLADO EL CONCHI",2019,"1707","julio"
"9801","PROLONG. LOPEZ MATEOS",2020,"92","julio"
"9802","PROLONG. LOPEZ MATEOS",2019,"111","julio"
"9803","PROLONG. LOPEZ MATEOS",2018,"127","julio"
"9804","PROLONG. LOPEZ MATEOS",2021,"357","julio"
"9805","PUEBLO NUEVO",2019,"8245","julio"
"9806","PUEBLO NUEVO",2018,"8590","julio"
"9807","PUEBLO NUEVO",2021,"8892","julio"
"9808","PUEBLO NUEVO",2020,"9287","julio"
"9809","QUINTA CHAPALITA",2019,"2988","julio"
"9810","QUINTA CHAPALITA",2021,"2643","julio"
"9811","QUINTA CHAPALITA",2018,"3000","julio"
"9812","QUINTA CHAPALITA",2020,"3037","julio"
"9813","RAFAEL BUELNA",2018,"8861","julio"
"9814","RAFAEL BUELNA",2020,"7333","julio"
"9815","RAFAEL BUELNA",2019,"9437","julio"
"9816","RAFAEL BUELNA",2021,"8077","julio"
"9817","RAMON F. ITURBE",2021,"9779","julio"
"9818","RAMON F. ITURBE",2019,"8989","julio"
"9819","RAMON F. ITURBE",2020,"9835","julio"
"9820","RAMON F. ITURBE",2018,"9554","julio"
"9821","REFORMA",2021,"15374","julio"
"9822","REFORMA",2018,"14531","julio"
"9823","REFORMA",2019,"15007","julio"
"9824","REFORMA",2020,"13745","julio"
"9825","RENATO VEGA ALVARADO",2018,"3646","julio"
"9826","RENATO VEGA ALVARADO",2019,"4199","julio"
"9827","RENATO VEGA ALVARADO",2020,"4394","julio"
"9828","RENATO VEGA ALVARADO",2021,"4339","julio"
"9829","RICARDO FLORES MAGON",2018,"54651","julio"
"9830","RICARDO FLORES MAGON",2019,"54578","julio"
"9831","RICARDO FLORES MAGON",2020,"55324","julio"
"9832","RICARDO FLORES MAGON",2021,"58623","julio"
"9833","RINCON DE MAZATLAN",2019,"33","julio"
"9834","RINCON DE MAZATLAN",2021,"604","julio"
"9835","RINCON DE MAZATLAN",2020,"917","julio"
"9836","RINCON DE MAZATLAN",2018,"30","julio"
"9837","ROBLES",2020,"1276","julio"
"9838","ROBLES",2021,"1287","julio"
"9839","ROBLES",2018,"1255","julio"
"9840","ROBLES",2019,"1388","julio"
"9841","RUBEN JARAMILLO",2020,"6640","julio"
"9842","RUBEN JARAMILLO",2018,"6235","julio"
"9843","RUBEN JARAMILLO",2019,"6286","julio"
"9844","RUBEN JARAMILLO",2021,"7550","julio"
"9845","SABALO-CERRITOS AV.",2020,"44113","julio"
"9846","SABALO-CERRITOS AV.",2019,"68237","julio"
"9847","SABALO-CERRITOS AV.",2021,"95801","julio"
"9848","SABALO-CERRITOS AV.",2018,"89466","julio"
"9849","SALVADOR ALLENDE",2021,"26652","julio"
"9850","SALVADOR ALLENDE",2018,"25045","julio"
"9851","SALVADOR ALLENDE",2020,"24617","julio"
"9852","SALVADOR ALLENDE",2019,"25232","julio"
"9853","SANTA ELENA",2020,"13654","julio"
"9854","SANTA ELENA",2018,"15407","julio"
"9855","SANTA ELENA",2021,"14841","julio"
"9856","SANTA ELENA",2019,"18442","julio"
"9857","SANTA ROSA",2019,"403","julio"
"9858","SANTA ROSA",2020,"467","julio"
"9859","SANTA ROSA",2018,"375","julio"
"9860","SANTA ROSA",2021,"550","julio"
"9861","SECTORES LOPEZ MATEOS",2021,"3050","julio"
"9862","SECTORES LOPEZ MATEOS",2018,"3323","julio"
"9863","SECTORES LOPEZ MATEOS",2020,"2998","julio"
"9864","SECTORES LOPEZ MATEOS",2019,"3006","julio"
"9865","SHIMIZU",2018,"5377","julio"
"9866","SHIMIZU",2019,"4901","julio"
"9867","SHIMIZU",2021,"5712","julio"
"9868","SHIMIZU",2020,"5313","julio"
"9869","SIMON J. CARDENAS",2021,"7042","julio"
"9870","SIMON J. CARDENAS",2020,"6988","julio"
"9871","SIMON J. CARDENAS",2019,"6452","julio"
"9872","SIMON J. CARDENAS",2018,"6449","julio"
"9873","SINALOA",2019,"3044","julio"
"9874","SINALOA",2018,"2212","julio"
"9875","SINALOA",2021,"3397","julio"
"9876","SINALOA",2020,"3132","julio"
"9877","TIERRA Y LIBERTAD",2021,"5736","julio"
"9878","TIERRA Y LIBERTAD",2019,"4943","julio"
"9879","TIERRA Y LIBERTAD",2020,"4291","julio"
"9880","TIERRA Y LIBERTAD",2018,"4739","julio"
"9881","TORRE 23 LINEA DE COND.",2018,"1289","julio"
"9882","TORRE 23 LINEA DE COND.",2019,"1368","julio"
"9883","TORRE 23 LINEA DE COND.",2021,"1530","julio"
"9884","TORRE 23 LINEA DE COND.",2020,"181","julio"
"9885","TORRES LINEA DE CON.",2021,"19392","julio"
"9886","TORRES LINEA DE CON.",2019,"26273","julio"
"9887","TORRES LINEA DE CON.",2020,"24957","julio"
"9888","TORRES LINEA DE CON.",2018,"25114","julio"
"9889","UNIDAD HAB. 23 DE NOVIEMBRE",2021,"2729","julio"
"9890","UNIDAD HAB. 23 DE NOVIEMBRE",2019,"3845","julio"
"9891","UNIDAD HAB. 23 DE NOVIEMBRE",2018,"3004","julio"
"9892","UNIDAD HAB. 23 DE NOVIEMBRE",2020,"3719","julio"
"9893","UNIVERSIDAD (I. DE LA PIEDRA)",2021,"1195","julio"
"9894","UNIVERSIDAD (I. DE LA PIEDRA)",2018,"1026","julio"
"9895","UNIVERSIDAD (I. DE LA PIEDRA)",2020,"1105","julio"
"9896","UNIVERSIDAD (I. DE LA PIEDRA)",2019,"1058","julio"
"9897","URIAS",2020,"46598","julio"
"9898","URIAS",2021,"41362","julio"
"9899","URIAS",2018,"34783","julio"
"9900","URIAS",2019,"40256","julio"
"9901","VALLE DE URIAS",2019,"2507","julio"
"9902","VALLE DE URIAS",2020,"5543","julio"
"9903","VALLE DE URIAS",2018,"2198","julio"
"9904","VALLE DE URIAS",2021,"2194","julio"
"9905","VALLE DE URIAS II",2019,"1772","julio"
"9906","VALLE DE URIAS II",2021,"1743","julio"
"9907","VALLE DE URIAS II",2018,"1388","julio"
"9908","VALLE DE URIAS II",2020,"1644","julio"
"9909","VALLES DEL EJIDO",2018,"28520","julio"
"9910","VALLES DEL EJIDO",2019,"30442","julio"
"9911","VALLES DEL EJIDO",2020,"28204","julio"
"9912","VALLES DEL EJIDO",2021,"30066","julio"
"9913","VEINTE DE NOVIEMBRE",2018,"6383","julio"
"9914","VEINTE DE NOVIEMBRE",2019,"5707","julio"
"9915","VEINTE DE NOVIEMBRE",2020,"6780","julio"
"9916","VEINTE DE NOVIEMBRE",2021,"6080","julio"
"9917","VENADILLO",2019,"34420","julio"
"9918","VENADILLO",2021,"48816","julio"
"9919","VENADILLO",2020,"40534","julio"
"9920","VENADILLO",2018,"32280","julio"
"9921","VENUSTIANO CARRANZA",2020,"9502","julio"
"9922","VENUSTIANO CARRANZA",2018,"9614","julio"
"9923","VENUSTIANO CARRANZA",2019,"9026","julio"
"9924","VENUSTIANO CARRANZA",2021,"9573","julio"
"9925","VICENTE GUERRERO  I. PIEDRA",2021,"2776","julio"
"9926","VICENTE GUERRERO  I. PIEDRA",2020,"3077","julio"
"9927","VICENTE GUERRERO  I. PIEDRA",2019,"2524","julio"
"9928","VICENTE GUERRERO  I. PIEDRA",2018,"2727","julio"
"9929","VILLAS ESTEFANIA, FRACC.SABALO",2018,"202","julio"
"9930","VILLAS ESTEFANIA, FRACC.SABALO",2020,"192","julio"
"9931","VILLAS ESTEFANIA, FRACC.SABALO",2021,"198","julio"
"9932","VILLAS ESTEFANIA, FRACC.SABALO",2019,"142","julio"
"9933","VILLAS REBECA, FRACC. SABALO",2018,"76","julio"
"9934","VILLAS REBECA, FRACC. SABALO",2019,"46","julio"
"9935","VILLAS REBECA, FRACC. SABALO",2020,"110","julio"
"9936","VILLAS REBECA, FRACC. SABALO",2021,"131","julio"
"9937","ZONA DORADA",2018,"75595","julio"
"9938","ZONA DORADA",2020,"21640","julio"
"9939","ZONA DORADA",2019,"79723","julio"
"9940","ZONA DORADA",2021,"82117","julio"
"9941","2DA. AMP. FELIPE ANGELES",2021,"1291","agosto"
"9942","2DA. AMP. FELIPE ANGELES",2020,"1027","agosto"
"9943","2DA. AMP. FELIPE ANGELES",2018,"1144","agosto"
"9944","2DA. AMP. FELIPE ANGELES",2019,"1153","agosto"
"9945","ADOLFO LOPEZ MATEOS",2018,"22114","agosto"
"9946","ADOLFO LOPEZ MATEOS",2020,"20668","agosto"
"9947","ADOLFO LOPEZ MATEOS",2021,"23884","agosto"
"9948","ADOLFO LOPEZ MATEOS",2019,"22566","agosto"
"9949","AEROPUERTO RAFAEL BUELNA",2019,"5795","agosto"
"9950","AEROPUERTO RAFAEL BUELNA",2018,"6110","agosto"
"9951","AEROPUERTO RAFAEL BUELNA",2021,"2998","agosto"
"9952","AEROPUERTO RAFAEL BUELNA",2020,"2502","agosto"
"9953","ALEJANDRIA PRIV. RESIDENCIAL",2020,"1150","agosto"
"9954","ALEJANDRIA PRIV. RESIDENCIAL",2019,"1129","agosto"
"9955","ALEJANDRIA PRIV. RESIDENCIAL",2021,"1973","agosto"
"9956","ALEJANDRIA PRIV. RESIDENCIAL",2018,"1364","agosto"
"9957","AMP. 20 DE NOVIEMBRE",2019,"6304","agosto"
"9958","AMP. 20 DE NOVIEMBRE",2020,"6393","agosto"
"9959","AMP. 20 DE NOVIEMBRE",2021,"5828","agosto"
"9960","AMP. 20 DE NOVIEMBRE",2018,"6083","agosto"
"9961","AMP. ESPERANZA",2019,"1825","agosto"
"9962","AMP. ESPERANZA",2021,"1532","agosto"
"9963","AMP. ESPERANZA",2018,"1765","agosto"
"9964","AMP. ESPERANZA",2020,"1689","agosto"
"9965","AMP. FEDERICO VELARDE MELLADO",2020,"9","agosto"
"9966","AMP. FEDERICO VELARDE MELLADO",2019,"9","agosto"
"9967","AMP. FEDERICO VELARDE MELLADO",2018,"12","agosto"
"9968","AMP. FEDERICO VELARDE MELLADO",2021,"13","agosto"
"9969","AMP. FELIPE ANGELES",2018,"1815","agosto"
"9970","AMP. FELIPE ANGELES",2021,"1878","agosto"
"9971","AMP. FELIPE ANGELES",2020,"1765","agosto"
"9972","AMP. FELIPE ANGELES",2019,"1791","agosto"
"9973","AMP. LIBERTAD",2018,"2050","agosto"
"9974","AMP. LIBERTAD",2021,"1970","agosto"
"9975","AMP. LIBERTAD",2020,"2045","agosto"
"9976","AMP. LIBERTAD",2019,"1872","agosto"
"9977","AMP. LOMA BONITA",2018,"1343","agosto"
"9978","AMP. LOMA BONITA",2021,"7897","agosto"
"9979","AMP. LOMA BONITA",2019,"1426","agosto"
"9980","AMP. LOMA BONITA",2020,"7098","agosto"
"9981","AMP. LOMAS DEL EBANO",2021,"4892","agosto"
"9982","AMP. LOMAS DEL EBANO",2018,"5231","agosto"
"9983","AMP. LOMAS DEL EBANO",2019,"4358","agosto"
"9984","AMP. LOMAS DEL EBANO",2020,"4645","agosto"
"9985","AMP. URIAS",2020,"5819","agosto"
"9986","AMP. URIAS",2021,"5548","agosto"
"9987","AMP. URIAS",2019,"5771","agosto"
"9988","AMP. URIAS",2018,"6842","agosto"
"9989","ANABELLA DE GAVICA I.D PIEDRA",2019,"1420","agosto"
"9990","ANABELLA DE GAVICA I.D PIEDRA",2020,"1497","agosto"
"9991","ANABELLA DE GAVICA I.D PIEDRA",2018,"1137","agosto"
"9992","ANABELLA DE GAVICA I.D PIEDRA",2021,"1457","agosto"
"9993","ANAHUAC",2020,"5995","agosto"
"9994","ANAHUAC",2018,"5766","agosto"
"9995","ANAHUAC",2021,"4683","agosto"
"9996","ANAHUAC",2019,"3024","agosto"
"9997","ANTONIO TOLEDO CORRO",2019,"6030","agosto"
"9998","ANTONIO TOLEDO CORRO",2018,"5438","agosto"
"9999","ANTONIO TOLEDO CORRO",2021,"6101","agosto"
"10000","ANTONIO TOLEDO CORRO",2020,"5483","agosto"
"10001","AV. DEL MAR",2018,"20629","agosto"
"10002","AV. DEL MAR",2019,"20072","agosto"
"10003","AV. DEL MAR",2020,"13620","agosto"
"10004","AV. DEL MAR",2021,"20812","agosto"
"10005","AV. RAFAEL BUELNA",2018,"1343","agosto"
"10006","AV. RAFAEL BUELNA",2019,"1663","agosto"
"10007","AV. RAFAEL BUELNA",2020,"599","agosto"
"10008","AV. RAFAEL BUELNA",2021,"1606","agosto"
"10009","AV. REFORMA",2018,"820","agosto"
"10010","AV. REFORMA",2019,"784","agosto"
"10011","AV. REFORMA",2020,"425","agosto"
"10012","AV. REFORMA",2021,"286","agosto"
"10013","AZTECA",2018,"6123","agosto"
"10014","AZTECA",2021,"6114","agosto"
"10015","AZTECA",2020,"5868","agosto"
"10016","AZTECA",2019,"5229","agosto"
"10017","BAHIAS",2020,"1976","agosto"
"10018","BAHIAS",2021,"2241","agosto"
"10019","BAHIAS",2019,"1846","agosto"
"10020","BAHIAS",2018,"2421","agosto"
"10021","BENITO JUAREZ GARCIA",2018,"76831","agosto"
"10022","BENITO JUAREZ GARCIA",2020,"75929","agosto"
"10023","BENITO JUAREZ GARCIA",2021,"73607","agosto"
"10024","BENITO JUAREZ GARCIA",2019,"74152","agosto"
"10025","BUENOS AIRES",2018,"1421","agosto"
"10026","BUENOS AIRES",2019,"1469","agosto"
"10027","BUENOS AIRES",2020,"1556","agosto"
"10028","BUENOS AIRES",2021,"1555","agosto"
"10029","BUROCRATA FEDERAL",2020,"3900","agosto"
"10030","BUROCRATA FEDERAL",2021,"4206","agosto"
"10031","BUROCRATA FEDERAL",2019,"3651","agosto"
"10032","BUROCRATA FEDERAL",2018,"3809","agosto"
"10033","CARLOS SALINAS DE GORTARI",2020,"1116","agosto"
"10034","CARLOS SALINAS DE GORTARI",2019,"1097","agosto"
"10035","CARLOS SALINAS DE GORTARI",2021,"1011","agosto"
"10036","CARLOS SALINAS DE GORTARI",2018,"1077","agosto"
"10037","CARRETERA  AL CONCHI",2021,"-","agosto"
"10038","CARRETERA  AL CONCHI",2020,"0","agosto"
"10039","CARRETERA  AL CONCHI",2019,"8","agosto"
"10040","CARRETERA  AL CONCHI",2018,"2","agosto"
"10041","CARRETERA INT. AL VENADILLO",2021,"5848","agosto"
"10042","CARRETERA INT. AL VENADILLO",2018,"8412","agosto"
"10043","CARRETERA INT. AL VENADILLO",2020,"4895","agosto"
"10044","CARRETERA INT. AL VENADILLO",2019,"5323","agosto"
"10045","CARRETERA INTERNACIONAL NORTE",2021,"10219","agosto"
"10046","CARRETERA INTERNACIONAL NORTE",2020,"7976","agosto"
"10047","CARRETERA INTERNACIONAL NORTE",2018,"10749","agosto"
"10048","CARRETERA INTERNACIONAL NORTE",2019,"10208","agosto"
"10049","CASA REDONDA",2019,"12946","agosto"
"10050","CASA REDONDA",2018,"13427","agosto"
"10051","CASA REDONDA",2020,"112","agosto"
"10052","CASA REDONDA",2021,"12467","agosto"
"10053","CASAS ECONOMICAS",2021,"1749","agosto"
"10054","CASAS ECONOMICAS",2018,"1550","agosto"
"10055","CASAS ECONOMICAS",2019,"1883","agosto"
"10056","CASAS ECONOMICAS",2020,"1695","agosto"
"10057","CENTRO",2021,"151088","agosto"
"10058","CENTRO",2020,"140159","agosto"
"10059","CENTRO",2018,"160987","agosto"
"10060","CENTRO",2019,"158469","agosto"
"10061","CENTRO COM. LAS CONCHAS",2018,"478","agosto"
"10062","CENTRO COM. LAS CONCHAS",2020,"263","agosto"
"10063","CENTRO COM. LAS CONCHAS",2021,"216","agosto"
"10064","CENTRO COM. LAS CONCHAS",2019,"421","agosto"
"10065","CERRO DE LOS CHIVOS",2021,"201","agosto"
"10066","CERRO DE LOS CHIVOS",2019,"162","agosto"
"10067","CERRO DE LOS CHIVOS",2020,"178","agosto"
"10068","CERRO DE LOS CHIVOS",2018,"47","agosto"
"10069","CERRO DEL VIGIA",2021,"7203","agosto"
"10070","CERRO DEL VIGIA",2018,"7246","agosto"
"10071","CERRO DEL VIGIA",2019,"7766","agosto"
"10072","CERRO DEL VIGIA",2020,"6762","agosto"
"10073","COL. OBRERA INDUSTRIAL",2021,"1152","agosto"
"10074","COL. OBRERA INDUSTRIAL",2018,"1468","agosto"
"10075","COL. OBRERA INDUSTRIAL",2019,"1107","agosto"
"10076","COL. OBRERA INDUSTRIAL",2020,"1173","agosto"
"10077","COLOSIO SI",2019,"10419","agosto"
"10078","COLOSIO SI",2020,"11099","agosto"
"10079","COLOSIO SI",2018,"10603","agosto"
"10080","COLOSIO SI",2021,"11959","agosto"
"10081","COND. CANTERA, FRACC. SABALO",2019,"78","agosto"
"10082","COND. CANTERA, FRACC. SABALO",2018,"118","agosto"
"10083","COND. CANTERA, FRACC. SABALO",2021,"66","agosto"
"10084","COND. CANTERA, FRACC. SABALO",2020,"61","agosto"
"10085","COND. HORIZON SKY RESIDENCES",2020,"532","agosto"
"10086","COND. HORIZON SKY RESIDENCES",2019,"465","agosto"
"10087","COND. HORIZON SKY RESIDENCES",2021,"587","agosto"
"10088","COND. HORIZON SKY RESIDENCES",2018,"714","agosto"
"10089","COND. MARINA DEL REY",2020,"775","agosto"
"10090","COND. MARINA DEL REY",2021,"765","agosto"
"10091","COND. MARINA DEL REY",2018,"940","agosto"
"10092","COND. MARINA DEL REY",2019,"684","agosto"
"10093","COND. MARINA GARDENS VILLAS",2020,"267","agosto"
"10094","COND. MARINA GARDENS VILLAS",2021,"576","agosto"
"10095","COND. MARINA GARDENS VILLAS",2018,"685","agosto"
"10096","COND. MARINA GARDENS VILLAS",2019,"449","agosto"
"10097","COND. RAICES, SABALO COUNTRY",2019,"810","agosto"
